URN,URN-commentedOn,Author,Date,Text,Translation,Notes
urn:cite:dc3:harpocration.313.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δαρεικός,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δαρεικός: <person TLG=""0540"">Λυσίας</person> ἐν τῷ <work TLG=""0540.048"">κατ’ Ἐρατοσθένους</work> ἑνὸς τῶν λ. εἰσὶ μὲν χρυσοῖ στατῆρες οἱ Δαρεικοὶ, ἠδύνατο δὲ ὁ εἷς ταὐτὸ ὅπερ καὶ ὁ χρυσοῦς παρὰ τοῖς Ἀττικοῖς ὀνομαζόμενος. ἐκλήθησαν δὲ Δαρεικοὶ οὐχ ὡς οἱ πλεῖστοι νομίζουσιν, ἀπὸ Δαρείου τοῦ Ξέρξου πατρὸς, ἀλλ' ἀφ' ἑτέρου τινὸς παλαιοτέρου βασιλέως. λέγουσι δέ τινες δύνασθαι τὸν Δαρεικὸν ἀργυρᾶς δραχμὰς κ, ὡς τοὺς ε Δαρεικοὺς δύνασθαι μνᾶν ἀργυρίου.","Dareikos (daric): Lysias in Against Eratosthenes, one of the Thirty. Darics are gold staters, and one was worth the same as what, among the Attic writers, is called the chrysous. They were called Darics not, as most think, after Dareios, the father of Xerxes, but after another older king. Some say that the Daric is worth 20 silver drachmas, so that 5 Darics are worth a mina of silver.",""
urn:cite:dc3:harpocration.314.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δειραδιώτης,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δειραδιώτης: δῆμος τῆς Λεοντίδας Δειράδες, ἀφ' οὗ ὁ δημότης Δειραδιώτης.","Deiradiotes: Deirades is a deme of the tribe Leontis, the demesman from which is a Deiradiotes.",""
urn:cite:dc3:harpocration.315.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δελφίνιον,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δελφίνιον: χωρίον ἐν Χίῳ, ὡς <person TLG=""0003"">Θουκυδίδης</person> ἐν τῇ η. ἕτερον δ' ἐστὶ Δελφίνιον Ἀθήνησιν ἱερὸν Ἀπόλλωνος, ἔνθα ἦν καὶ τὸ ἐν Δελφινίῳ δικαστήριον· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ πρὸς Βοιωτόν.","Delphinion: a place in Chios, as Thucydides (shows) in the 8th book. There is another Delphinion at Athens, a sanctuary of Apollo, where there was also the 'lawcourt in Delphinion.' Demosthenes in Against Boiotos.",""
urn:cite:dc3:harpocration.316.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δηλιασταί,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δηλιασταί: οἱ εἰς Δῆλον ἐξελθόντες θεωροί· <person TLG=""0034"">Λυκοῦργος</person> κατὰ Μενεσαίχμου.","Deliastai: the envoys who went out to Delos: Lycurgus, Against Menesaichmos.",""
urn:cite:dc3:harpocration.317.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δήμαρχος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δήμαρχος: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Μόσχου. ἄρχων τις ἦν ὁ δήμαρχος· οὗτοι δὲ τὰς ἀπογραφὰς ἐποιοῦντο τῶν ἐν ἑκάστῳ δήμῳ χωρίων. ἔτι δὲ καὶ τὰ ληξιαρχικὰ γραμματεῖα παρὰ τούτοις ἦν, καὶ συνῆγον τοὺς δήμους ὁπότε δεήσειεν, καὶ ψῆφον αὐτοῖς ἐδίδοσαν. τούτους δέ φησιν <person TLG=""0086"">Ἀριστοτέλης</person> ἐν <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> ὑπὸ Κλεισθένους κατασταθῆναι, τὴν αὐτὴν ἔχοντας ἐπιμέλειαν τοῖς πρότερον ναυκράροις. ὅτι δὲ ἠνεχυρίαζον οἱ δήμαρχοι δηλοῖ <person TLG=""0019"">Ἀριστοφάνης</person> ἐν Σκηνὰς καταλαμβανούσαις.","Demarchos: Lysias in Against Moschos. The demarch was a magistrate. They made registers of the properties in each deme. Furthermore, the lexiarchic register resided with them, and they gathered the demes (i.e. demesmen) whenever it was necessary, and they put proposals to a vote for them. Aristotle says in the Constitution of the Athenians that they were established by Kleisthenes, having the same charge as the naukraroi before them. Aristophanes in The Women Claiming Tent-Sites shows that the demarchs used to seize securities.",""
urn:cite:dc3:harpocration.318.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δημόκοινος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δημόκοινος: ὁ δημόσιος βασανιστής. <person TLG=""0010"">Ἰσοκράτης</person> ἐν τῷ <work TLG=""0010.005"">Τραπεζιτικῷ</work><ref TLG=""0010.005.15""/> σχεδὸν ἐξηγήσατο τοὔνομα.",Demokoinos: the public torturer. Isocrates more or less explained the word in his Trapezitikos.,""
urn:cite:dc3:harpocration.319.1,urn:cts:greekLit:tlg1389.tlg001.dc3:διαμαρτυρία_καὶ_διαμαρτυρεῖν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Διαμαρτυρία καὶ διαμαρτυρεῖν: τρόπος τις ἦν παραγραφῆς ἡ διαμαρτυρία· πρὸ γὰρ τοῦ εἰσαχθῆναι τὴν δίκην εἰς τὸ δικαστήριον ἐξῆν τῷ βουλομένῳ διαμαρτυρῆσαι ὡς εἰσαγώγιμός ἐστιν ἡ δίκη ἢ οὐκ εἰσαγώγιμος. διαφέρει δὲ τῆς παραγραφῆς τῷ τὴν διαμαρτυρίαν γίνεσθαι οὐ μόνον ὑπὸ τῶν φευγόντων, ἀλλὰ καὶ ὑπὸ τῶν διωκόντων. καὶ πρότερόν γε τῷ διώκοντι ἦν προβάλλεσθαί τινα μαρτυροῦντα εἰσαγώγιμον εἶναι τὴν δίκην, καὶ περὶ τούτου πρότερον ἐγίνετο ἡ κρίσις πρὸς αὐτὸν τὸν διαμαρτυρήσαντα, οὐ πρὸς τὸν ἐξ ἀρχῆς δικαζόμενον· εἰ δὲ μὴ προβάλοιτο μάρτυρα ὁ διώκων, τότε ἐξῆν τῷ φεύγοντι προσαγαγεῖν τινὰ μαρτυροῦντα μὴ εἰσαγώγιμον εἶναι τὴν δίκην, καὶ πάλιν πρὸς τὸν διαμαρτυρήσαντα ὁ ἀγὼν ἐγίνετο. ἐπεσκήπτοντο δὲ ψευδομαρτυριῶν καὶ ταῖς διαμαρτυρίαις, ὥσπερ ταῖς μαρτυρίαις· <person TLG=""0540"">Λυσίας</person> ἐν τῇ πρὸς Ἀριστόδημον διαμαρτυρίῳ, εἰ γνήσιος ὁ λόγος. <person TLG=""0017"">Ἰσαῖος</person> δ' ἐν τῷ πρὸς Πύθωνα ἀποστασίου φησὶν ὅτι οὐχ οἷόν τε διαμαρτυρεῖν ξένους· <person TLG=""0030"">Ὑπερείδης</person> δ' ἐν τῷ κατ' Ἀρισταγόρας ἀπροστασίου β φησὶν ὡς οἱ νόμοι κελεύουσι διαμαρτυρεῖν ἐπὶ ταῖς γραφαῖς ταῖς τοῦ ἀπροστασίου τὸν βουλόμενον ὁμοίως τῶν ξένων καὶ τῶν ἐπιχωρίων. μήποτ' οὖν ἐν μὲν ταῖς τοῦ ἀποστασίου δίκαις κεκώλυνται διαμαρτυρεῖν οἱ ξένοι, ἐν δὲ ταῖς τοῦ ἀπροστασίου οὐ κεκώλυνται. <person TLG=""0029"">Δείναρχος</person> μέντοι τὸ διαμαρτυρῆσαι τέθεικεν οὐκ ἐπὶ τοῦ μαρτυρήσαντος αὐτοῦ, ἀλλ' ἐπὶ τοῦ παρασχόντος τινὰ διαμαρτυρήσαντα ἐν τῇ διαμαρτυρίᾳ περὶ τοῦ μὴ ἐπίδικον εἶναι τὴν Ἀριστοφῶντος θυγατέρα. οὗτος δὲ ὁ ῥήτωρ ἐν τῷ κατὰ Ἡδύλης καὶ τὸν τρόπον διαγράφει τῆς διαμαρτυρίας.","Diamartyria kai diamartyrein (testimony by affidavit and to affirm by affidavit): diamartyria was a manner of bringing a counter-suit. For before the case was brought to court, it was possible for anyone who wished to to affirm by diamartyria that the case was admissible or not admissible. It differs from the counter-suit in that the diamartyria is brought not only by the defendants but also by the prosecutors. And previously, at least, it used to be possible for the prosecutor to propose someone testifying that the case was admissible, and concerning this the judgment used to be made first toward him who testified, not toward him who first brought suit. But if the prosecutor should not propose a witness, then it was possible for the defendant to introduce someone testifying that the case was not admissible.  And again the trial used to be held toward him who testified. They used to bring charges for false testimony by diamartyriai also, just as in testimonies: Lysias in the diamartyria Against Aristodemos, if the speech is genuine. Isaios in the (dike) apostasiou against Python says that it is not possible for aliens to testify by affidavit. Hypereides in the (graphe) aprostasiou Against Aristagora (II) says that the laws bid him who wishes to affirm by diamartyria in public actions for aprostasiou, just as against aliens and countrymen. Perhaps then aliens were barred from affirming by diamartyria in the private actions for apostasiou, but in the (public) actions for aprostasiou were not barred. Deinarchos, however, has applied 'diamartyresai' not to the man who offered the testimony himself, but to the man who furnished someone who gave the testimony in the diamartyria concerning Aristophon's daughter's not being subject to judicial decision. This orator in Against Hedyle also describes the custom of the diamartyria.",""
urn:cite:dc3:harpocration.320.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐργίσκη,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἐργίσκη: <person TLG=""0026"">Αἰσχίνης</person> <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. καὶ ἡ Ἐργίσκη τῆς Θρᾴκης ἐστὶν, ὠνόμασται δὲ ἀπὸ Ἐργίσκου τοῦ Ποσειδῶνος καὶ Ἄβας νύμφης.","Ergiske: Aischines, Against Ktesiphon. Ergiske too is in Thrace, and was named after Ergiskos, the son of Poseidon and Aba, a nymph.",""
urn:cite:dc3:harpocration.321.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἕρκειος_ζεύς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἕρκειος Ζεύς: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Μοσχίωνος ""εἰ φράτορες αὐτῷ καὶ βωμοὶ Διὸς ἑρκείου καὶ Ἀπόλλωνος πατρῴου εἰσίν."" ἕρκειος Ζεὺς, ᾧ βωμὸς ἐντὸς ἕρκους ἐν τῇ αὐλῇ ἵδρυται· τὸν γὰρ περίβολον ἕρκος ἔλεγον. ὅτι δὲ τούτοις μετῆν τῆς πολιτείας οἷς εἴη Ζεὺς ἕρκειος, δεδήλωκε καὶ <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ δημοποιήτου, εἰ γνήσιος, καὶ Δημήτριος ἐν τοῖς περὶ τῆς Ἀθήνησι νομοθεσίας.","Herkeios Zeus: Deinarchos in Against Moschion, “whether he has phrateres and altars of Zeus Herkeios and Apollo Patroios.” Zeus Herkeios, to whom an altar is established inside the outer wall in the courtyard. For they used to call the outer wall a “herkos.” That they had a share in the citizenship whoever had a Zeus Herkeios Hypereides also has shown in For a Naturalized Citizen, if it is genuine, and Demetrios in On Lawmaking at Athens.",""
urn:cite:dc3:harpocration.322.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἑρμῆς_ὁ_πρὸς_τῆι_πυλίδι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἑρμῆς ὁ πρὸς τῆι πυλίδι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.047"">κατ' Εὐέργου καὶ Μνησιβούλου</work>. <person TLG=""0583"">Φιλόχορος</person> ἐν ε Ἀτθίδος φησὶν ὡς οἱ ἐννέα ἄρχοντες ταῖς φυλαῖς ἀνέθεσαν Ἑρμῆν παρὰ τὸν πυλῶνα τὸν Ἀττικόν.",Hermes ho pros tei pylidi (Hermes by the gate): Demosthenes in Against Euergos and Mnesiboulos. Philochoros in book five of Atthis says that the nine archons dedicated (a statue of) Hermes to the tribes beside the Attic gate.,""
urn:cite:dc3:harpocration.323.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἑστιάτωρ,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἑστιάτωρ: ὁ τράπεζάν τισι παρατιθείς· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ πρὸς Βοιωτόν. εἱστίων τὰς φυλὰς οἱ μὲν ἐθελονταὶ, οἱ δὲ κληρωτοὶ, ὡς ὁ αὐτὸς ῥήτωρ δηλοῖ ἐν τῷ <work TLG=""0014.021"">κατὰ Μειδίου</work>.","Hestiator (banquet host): The one who set the table for people. Demosthenes in Against Boiotos. They used to provide feasts for the tribes, some volunteers and others appointed by lot, as the same orator shows in Against Meidias.",""
urn:cite:dc3:harpocration.324.1,urn:cts:greekLit:tlg1389.tlg001.dc3:θεοίνιον,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Θεοίνιον: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῇ διαδικασίᾳ Κροκωνιδῶν πρὸς Κοιρωνίδας. τὰ κατὰ δήμους Διονύσια Θεοίνια ἐλέγετο, ἐν οἷς οἱ γεννῆται ἐπέθυον· τὸν γὰρ Διόνυσον θέοινον ἔλεγον, ὡς δηλοῖ <person TLG=""0085"">Αἰσχύλος</person> καὶ Ἴστρος ἐν α Συναγωγῶν.","Theoinion: Lykourgos in the diadikasia of the Krokonidai against the Koironidai. The Rural (lit. throughout the demes) Dionysia used to be called the Theoinia, in which the gennetai used to sacrifice. For they used to call Dionysos 'theoinos' (wine god), as Aischylos shows, as does Istros in book 1 of the Synagoge.",""
urn:cite:dc3:harpocration.325.1,urn:cts:greekLit:tlg1389.tlg001.dc3:κυρία_ἐκκλησία,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Κυρία ἐκκλησία: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατὰ Δημέου ξενίας, εἰ γνήσιος. τίνες δὲ αἱ κύριαι ἐκκλησίαι <person TLG=""0086"">Ἀριστοτέλης</person> δεδήλωκεν ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>, λέγων τοὺς πρυτάνεις συνάγειν τὴν βουλὴν καὶ τὸν δῆμον, τὴν μὲν βουλὴν ὁσημέραι, πλὴν ἐάν τις ἀφέσιμος ᾖ, τὸν δὲ δῆμον τετράκις τῆς πρυτανείας ἑκάστης<ref TLG=""0086.003.43.3""/>. <q TLG=""0086.003.43.4"">προγράφουσι δέ</q> φησι <q TLG=""0086.003.43.4""/>καὶ κυρίαν ἐκκλησίαν, ἐν ᾗ δεῖ τὰς ἀρχὰς ἀποχειροτονεῖν οἳ δοκοῦσι μὴ καλῶς ἄρχειν, καὶ περὶ φυλακῆς δὲ τῆς χώρας.</q> καὶ τὰς εἰσαγγελίας ἐν ταύτῃ τῇ ἡμέρᾳ τοὺς βουλομένους ποιεῖσθαί φησι, καὶ τὰ ἑξῆς.","Kyria ekklesia (chief assembly): Hypereides in Against Demeas for xenia, if it is genuine. What the chief assemblies were Aristotle has shown in the Constitution of the Athenians, saying that the prytaneis convene the council and the people, the council daily, except if it is a holiday, and the people four times each prytany: ""And they give prior notice,"" he says, ""also of a chief assembly in which it is necessary to vote out the magistrates who seem not to be performing their magistracies well, and (to discuss) concerning the defense of the territory."" And he says that those who wish bring impeachments on that day, and so forth.",""
